Name,three_pct_season,lwr_paint_pct_oct_nov,upr_paint_pct_oct_nov,mid_pct_oct_nov,three_non_cnr_pct_oct_nov,three_cnr_pct_oct_nov,ft_pct_oct_nov,lwr_paint_shots_oct_nov,upr_paint_shots_oct_nov,mid_shots_oct_nov,three_non_cnr_shots_oct_nov,three_cnr_shots_oct_nov,ft_shots_oct_nov,net_avg_pct_oct_nov,total_attempts,total_points,ts_pct
Shaedon Sharpe,0.020894858861345695,0.4752342997807046,-0.7908566908153192,0.3527150739284674,0.9481668996864486,-0.32214272683309825,-1.8094213184267876,-0.8451054679833562,-1.153979180553692,-0.3149436167689993,-1.2998972482366085,-0.9842423524800413,-1.0714045843450704,-0.429747876292625,-1.373807960469975,-1.2821724564609542,0.7801701071471754
Caleb Martin,-0.0044607002063542876,0.23522820028892918,0.28641836910608925,-0.6187120564464478,0.13140099606821173,1.6651031243741876,-0.1821386632068102,-0.21371229743775874,-1.075546360226569,-0.007125421193868693,-0.16287421452416762,-0.9125887130679452,-0.897988780509525,-0.0279855187722015,-0.8772231674847887,-0.7201676019302583,1.2431363194730267
Malik Beasley,-0.055171818341754254,-0.7367965026527598,-0.49405641920431875,0.9339107929561945,0.9027910161521021,0.3061776525927348,1.181907091904053,-1.2426493161046583,-0.683382258590953,0.06982912769991395,2.311822976497027,1.846076404297752,-1.0714045843450704,-1.1655719007157612,-0.2730450026861451,-0.016779669074944468,2.0007261021968348
Wendell Carter Jr.,-0.1312384955448542,1.627263577341225,0.044581110756385184,-1.30784412329361,0.9708548414536219,-2.411673290970172,0.29647388244612344,-0.28386709416504735,-0.6049494382638297,-0.6227618123441299,-0.5641764617167938,-1.3066837298344733,-0.009232785852355374,1.3731806407207965,-0.6703128370742943,-0.5772027035304039,0.018642160942097454
Goran Dragic,-0.18194961368025417,-1.036804127017479,-1.131627373035356,1.1414806926089545,0.6191917440624363,0.5838075876878707,-1.761560063861494,-0.9620301291955039,-0.5265166179367066,-1.0075345568130432,-1.3667809561020463,-0.6976277948316572,-0.9413427314684113,-1.1171508604184615,-1.2496617622236785,-1.2661090735969298,-0.3029263573022809
Devin Booker,-0.20730517274795415,-0.22078338874544268,1.583545482072682,0.24477872610903229,-0.10682239248710756,0.5838075876878707,0.9186701917949389,0.6281452632897045,2.8068782459660295,3.6097383768139153,0.1715443248030209,1.0220595510586477,1.508155497708666,1.0331692571471993,2.0360742846949718,2.111464332950947,0.17704573928596912
Jimmy Butler,-0.20730517274795415,-0.22078338874544268,-0.241226558202356,-0.8927043239880909,1.5153654438657798,-2.747751633453757,1.1938724055453764,0.41768087310783875,-0.4480837976095834,-1.0844891057068258,-1.433664663967484,-1.6291251071889055,0.6844304294898258,1.9506762406568674,-0.3558091348503429,-0.3950007581643135,-0.9773761208149991
Shai Gilgeous-Alexander,-0.23266073181565414,0.17522667541598536,0.30840357441060784,1.0418471407756296,-0.6059571113649188,0.1308324304273858,1.4092480510891972,2.3352453169870606,3.31669157809233,0.4546018721688272,-1.5674320796983594,-0.48266687659536905,2.5052963697630513,1.9770963883486352,2.2264317886726266,2.221313828075731,-0.32775593915111
De'Andre Hunter,-0.28337184995105413,-0.5807925379831057,0.42932220358545925,0.2364759301229219,0.4263442390414642,-1.081972022882943,0.08109823690230404,-0.33063695864990644,0.8068413276243878,1.147192812212871,0.5059628641302094,-0.9125887130679452,0.07747511606541727,-5.6124121851772575e-05,0.058011525970645836,-0.07255464492777565,-0.6683646740801982
Nikola Vucevic,-0.28337184995105413,0.35523125003481687,-1.131627373035356,-0.06242472537705185,0.5851598314116764,-1.6372318930732148,0.667398605327148,0.7216849922594227,-0.291218156955337,-0.6997163612379125,1.041032527053711,-0.7334546145377052,-0.4427722954412186,0.029228406738552582,-0.0909639119249101,-0.04862170718945075,0.40260727159944776
P.J. Washington,-0.3087274090187541,0.36723155500940563,-0.5160416245088373,-0.8262819560992076,-0.4584854898782926,-0.02990068989085078,-0.050520213152253066,0.37091100862297965,-0.1735689264646522,0.1467836765936966,0.4390791562647717,0.3771767963497833,-0.226002540646787,-0.4032408018420274,0.1656048977841029,0.09525273775366479,-0.14153782509053014
Luka Doncic,-0.3340829680864541,0.9072452788659002,1.4296490449410522,0.09532839835904518,-1.7290102288399944,0.05777192119182371,-0.9359534226101827,1.961086401108188,1.669602351222743,0.5315564210626098,0.1715443248030209,1.6311154860614638,3.1122516831874596,0.8841616143534454,2.689910928792134,2.481246411938931,-0.8179993976905937
Jayson Tatum,-0.38479408622185407,1.123250768408498,-0.45008600859528164,0.39422905385901935,-0.027414596302001135,-0.0006764861966259502,0.858843623588322,1.6103124174717451,-0.09513610613752899,0.6854655188501751,1.041032527053711,2.383478699888472,2.4185884678452787,1.411245519786966,2.2264317886726266,2.358473446799468,0.029879056447911934
Dejounte Murray,-0.41014964528955405,0.24722850526351797,-0.37313779002946673,0.9588191809145257,-0.12951033425428082,-0.10296119912641286,0.8827742508709687,0.1370616861986843,2.6107961951482213,3.1480110834512196,1.509218482111775,0.3055231569376873,-0.29103346708511646,-0.4055356706863771,1.0842867648066978,1.011957016854966,0.27045019112461455
Fred VanVleet,-0.43550520435725404,-2.3808382841714195,-0.9887235385559862,0.39422905385901935,-0.19757415955580063,0.1600566341216106,0.7272251735337649,-0.8217205357409267,-0.5657330281002682,-0.16103451898143398,0.23842803266845858,0.8787522722344555,-0.24767951612623015,-0.9818680901359206,-0.2895978291189847,-0.46683120778079307,-0.969592684509377
Kyle Lowry,-0.4608607634249526,-1.576817850873973,1.1218561706777936,-0.06242472537705185,0.09736908341745183,-0.20524591205619894,0.6913292326097947,-0.7983356034984972,-0.5657330281002682,-1.0844891057068258,0.572846571995647,1.0937131904707436,0.4893376501748373,0.07094870944904622,-0.008199779760712358,-0.11920251894649311,-0.8869894904136277
